time_step_hr,sc_x_km,sc_y_km,sc_z_km,sc_vx_km_s,sc_vy_km_s,sc_vz_km_s,mars_dist_km,mass_kg,thrust_cmd_N,thrust_theta_rad,thrust_phi_rad,anomaly_active
1934,-69279590.16085476,139495440.35599458,61116326.82363863,-18.051089817476665,17.018414308621917,7.721778062256595,249079378.81877086,2683.8334206926415,0.289,2.8052635,0.0,False
1935,-69344548.64355269,139556655.42240503,61144104.17726314,-18.044022971650055,17.00418511401753,7.7159315623630595,249129292.04857025,2683.7738857451322,0.289,2.805244,0.0,False
1936,-69409481.70192766,139617819.32209006,61171860.50874348,-18.03696065971343,16.989972134732145,7.710092077871729,249179261.8138843,2683.714350797623,0.289,2.8052247,0.0,False
1937,-69474389.35227665,139678932.11329404,61199595.8432784,-18.02990287471915,16.975775334439394,7.70425959303302,249229288.0080485,2683.6548158501137,0.289,2.8052053,0.0,False
1938,-69539271.61087169,139739993.85413098,61227310.20601013,-18.022849609732813,16.961594676928204,7.69843409214731,249279370.5245494,2683.5952809026044,0.289,2.805186,0.0,False
1939,-69604128.49395989,139801004.60258496,61255003.622024566,-18.015800857833227,16.947430126102315,7.692615559564727,249329509.25701165,2683.535745955095,0.289,2.8051665,0.0,False
1940,-69668960.0177635,139861964.4165105,61282676.11635143,-18.00875661211239,16.933281645979815,7.686803979684949,249379704.0992186,2683.476211007586,0.289,2.805147,0.0,False
1941,-69733766.19847992,139922873.353633,61310327.71396448,-18.001716865675455,16.91914920069266,7.680999336957001,249429954.94512534,2683.4166760600765,0.289,2.8051276,0.0,False
1942,-69798547.05228183,139983731.47154912,61337958.43978164,-17.99468161164072,16.90503275448622,7.675201615879046,249480261.68879777,2683.357141112567,0.289,2.8051076,0.0,False
1943,-69863302.59531713,140044538.82772732,61365568.318665236,-17.987650843139583,16.8909322717188,7.669410800998189,249530624.22449723,2683.297606165058,0.289,2.8050883,0.0,False
1944,-69928032.84370907,140105295.479508,61393157.37542211,-17.980624553316538,16.876847716861178,7.663626876910275,249581042.44660804,2683.2380712175486,0.289,2.8050687,0.0,False
1945,-69992737.81355625,140166001.4841042,61420725.63480385,-17.973602735329134,16.86277905449615,7.657849828259687,249631516.24967676,2683.1785362700393,0.289,2.805049,0.0,False
1946,-70057417.5209327,140226656.89860174,61448273.12150691,-17.966585382347958,16.848726249318076,7.652079639739151,249682045.52840143,2683.11900132253,0.289,2.8050296,0.0,False
1947,-70122071.9818879,140287261.77995983,61475799.86017283,-17.959572487556606,16.834689266132408,7.646316296089535,249732630.17762923,2683.0594663750207,0.289,2.8050098,0.0,False
1948,-70186701.21244685,140347816.1850113,61503305.87538839,-17.952564044151664,16.820668069855245,7.640559782099653,249783270.09235284,2682.9999314275115,0.289,2.80499,0.0,False
1949,-70251305.22861008,140408320.17046314,61530791.19168577,-17.94556004534267,16.80666262551289,7.634810082606071,249833965.16773623,2682.940396480002,0.289,2.8049705,0.0,False
1950,-70315884.04635376,140468773.7928968,61558255.83354275,-17.938560484352106,16.79267289824138,7.62906718249291,249884715.29906633,2682.880861532493,0.289,2.8049507,0.0,False
1951,-70380437.68162966,140529177.10876864,61585699.825382836,-17.93156535441536,16.778698853286063,7.6233310666916525,249935520.38180327,2682.8213265849836,0.289,2.804931,0.0,False
1952,-70444966.15036526,140589530.17441025,61613123.19157549,-17.924574648780702,16.764740456001128,7.617601720180952,249986380.31154433,2682.7617916374743,0.289,2.804911,0.0,False
1953,-70509469.46846382,140649833.0460289,61640525.95643624,-17.91758836070927,16.75079767184918,7.611879127986438,250037294.9840319,2682.702256689965,0.289,2.804891,0.0,False
1954,-70573947.65180433,140710085.77970797,61667908.14422689,-17.910606483475032,16.7368704664008,7.606163275180528,250088264.29518005,2682.6427217424557,0.289,2.8048713,0.0,False
1955,-70638400.71624164,140770288.43140718,61695269.779155664,-17.903629010364764,16.72295880533409,7.6004541468822335,250139288.14102927,2682.5831867949464,0.289,2.8048513,0.0,False
1956,-70702828.67760648,140830441.05696315,61722610.88537739,-17.896655934678027,16.70906265443426,7.594751728256975,250190366.417778,2682.523651847437,0.289,2.8048313,0.0,False
1957,-70767231.5517055,140890543.7120897,61749931.48699365,-17.889687249727146,16.695181979593166,7.589056004516394,250241499.02178255,2682.464116899928,0.289,2.8048115,0.0,False
1958,-70831609.3543213,140950596.4523782,61777231.608052954,-17.882722948837177,16.681316746808903,7.583366960918161,250292685.849531,2682.4045819524185,0.289,2.8047915,0.0,False
1959,-70895962.10121255,141010599.3332981,61804511.27255091,-17.87576302534589,16.667466922185373,7.577684582765794,250343926.79767746,2682.3450470049092,0.289,2.8047717,0.0,False
1960,-70960289.80811392,141070552.41019705,61831770.50443038,-17.868807472603734,16.653632471931836,7.572008855408474,250395221.76301017,2682.2855120574,0.289,2.8047512,0.0,False
1961,-71024592.49073622,141130455.73830155,61859009.32758165,-17.861856283973818,16.639813362362506,7.566339764240855,250446570.6424714,2682.2259771098907,0.289,2.8047311,0.0,False
1962,-71088870.16476642,141190309.37271717,61886227.76584258,-17.85490945283189,16.626009559896122,7.560677294702885,250497973.3331579,2682.1664421623814,0.289,2.804711,0.0,False
1963,-71153122.84586765,141250113.36842898,61913425.84299879,-17.8479669725663,16.612221031055526,7.5550214322796245,250549429.73231173,2682.106907214872,0.289,2.8046908,0.0,False
1964,-71217350.54967932,141309867.78030187,61940603.58278379,-17.841028836577994,16.598447742467236,7.54937216250106,250600939.73730257,2682.047372267363,0.289,2.8046706,0.0,False
1965,-71281553.29181713,141369572.66308096,61967761.00887918,-17.834095038280466,16.584689660861045,7.543729470941927,250652503.24567407,2681.9878373198535,0.289,2.8046505,0.0,False
1966,-71345731.08787309,141429228.071392,61994898.144914776,-17.827165571099748,16.570946753069595,7.53809334322153,250704120.155114,2681.928302372344,0.289,2.80463,0.0,False
1967,-71409883.95341559,141488834.0597417,62022015.01446879,-17.820240428474385,16.557218986027962,7.532463765003562,250755790.36343542,2681.868767424835,0.289,2.8046098,0.0,False
1968,-71474011.90398946,141548390.6825181,62049111.641067974,-17.813319603855405,16.54350632677325,7.526840721995926,250807513.7686256,2681.8092324773256,0.289,2.8045893,0.0,False
1969,-71538114.955116,141607897.9939909,62076188.0481878,-17.806403090706294,16.52980874244419,7.521224199950562,250859290.26879936,2681.7496975298163,0.289,2.804569,0.0,False
1970,-71602193.12229301,141667356.04831192,62103244.259252585,-17.799490882502973,16.516126200280713,7.5156141846632645,250911119.7622289,2681.690162582307,0.289,2.8045485,0.0,False
1971,-71666246.42099485,141726764.89951536,62130280.29763569,-17.792582972733776,16.50245866762356,7.510010661973511,250963002.1473258,2681.6306276347977,0.289,2.804528,0.0,False
1972,-71730274.86667249,141786124.60151824,62157296.18665964,-17.78567935489942,16.48880611191388,7.504413617764287,251014937.32265335,2681.5710926872885,0.289,2.8045075,0.0,False
1973,-71794278.47475353,141845435.20812073,62184291.94959631,-17.778780022512976,16.47516850069282,7.4988230379619125,251066925.18691942,2681.511557739779,0.289,2.8044872,0.0,False
1974,-71858257.26064229,141904696.7730065,62211267.60966704,-17.77188496909986,16.461545801601133,7.493238908535867,251118965.63896817,2681.45202279227,0.289,2.8044665,0.0,False
1975,-71922211.23971981,141963909.34974307,62238223.19004284,-17.7649941881978,16.44793798237878,7.487661215498618,251171058.5778035,2681.3924878447606,0.289,2.804446,0.0,False
1976,-71986140.42734389,142023072.9917822,62265158.7138445,-17.758107673356797,16.434345010864526,7.482089944905453,251223203.90257144,2681.3329528972513,0.289,2.8044255,0.0,False
1977,-72050044.83884919,142082187.75246018,62292074.20414278,-17.751225418139125,16.420766854995563,7.476525082854304,251275401.51255,2681.273417949742,0.289,2.804405,0.0,False
1978,-72113924.48954722,142141253.68499827,62318969.68395853,-17.744347416119286,16.407203482807105,7.470966615485584,251327651.30717683,2681.2138830022327,0.289,2.8043842,0.0,False
1979,-72177779.39472641,142200270.84250304,62345845.17626286,-17.737473660884,16.393654862432008,7.465414528982012,251379953.18603036,2681.1543480547234,0.289,2.8043635,0.0,False
1980,-72241609.56965213,142259239.2779666,62372700.70397731,-17.730604146032167,16.380120962100374,7.459868809568449,251432307.04883024,2681.094813107214,0.289,2.8043427,0.0,False
1981,-72305415.02956675,142318159.0442671,62399536.28997395,-17.723738865174855,16.36660175013917,7.45432944351173,251484712.79544547,2681.035278159705,0.289,2.8043218,0.0,False
1982,-72369195.78968972,142377030.19416898,62426351.95707559,-17.716877811935266,16.35309719497185,7.448796417120497,251537170.32588407,2680.9757432121955,0.289,2.804301,0.0,False
1983,-72432951.86521754,142435852.78032342,62453147.72805587,-17.710020979948716,16.339607265117955,7.443269716745036,251589679.54030463,2680.9162082646862,0.289,2.80428,0.0,False
1984,-72496683.27132384,142494626.8552685,62479923.62563947,-17.703168362862606,16.326131929192762,7.437749328777109,251642240.33899555,2680.856673317177,0.289,2.804259,0.0,False
1985,-72560390.02315946,142553352.47142977,62506679.672502205,-17.696319954336403,16.312671155906877,7.432235239649792,251694852.62241212,2680.7971383696677,0.289,2.8042383,0.0,False
1986,-72624072.13585241,142612029.6811204,62533415.89127122,-17.68947574804161,16.299224914065874,7.4267274358373125,251747516.29112142,2680.7376034221584,0.289,2.8042173,0.0,False
1987,-72687729.624508,142670658.53654164,62560132.3045251,-17.682635737661744,16.28579317256992,7.421225903854886,251800231.2458655,2680.678068474649,0.289,2.8041964,0.0,False
1988,-72751362.5042088,142729239.08978313,62586828.93479403,-17.67579991689232,16.272375900413397,7.415730630258554,251852997.38750872,2680.61853352714,0.289,2.8041754,0.0,False
1989,-72814970.79001479,142787771.3928232,62613505.80455995,-17.668968279440804,16.258973066684536,7.4102416016450245,251905814.61706233,2680.5589985796305,0.289,2.8041542,0.0,False
1990,-72878554.49696328,142846255.49752924,62640162.9362567,-17.662140819026614,16.245584640565045,7.404758804651514,251958682.83568978,2680.499463632121,0.289,2.8041332,0.0,False
1991,-72942113.64006905,142904691.45565802,62666800.35227014,-17.655317529381076,16.232210591329743,7.399282225955582,252011601.94467998,2680.439928684612,0.289,2.8041122,0.0,False
1992,-73005648.23432434,142963079.31885606,62693418.074938335,-17.648498404247412,16.218850888346193,7.39381185227498,252064571.84548342,2680.3803937371026,0.289,2.8040912,0.0,False
1993,-73069158.29469891,143021419.13865992,62720016.12655166,-17.64168343738071,16.205505501074338,7.388347670367489,252117592.439674,2680.3208587895933,0.289,2.8040698,0.0,False
1994,-73132643.83614008,143079710.96649656,62746594.52935297,-17.6348726225479,16.192174399066147,7.382889667030766,252170663.62897533,2680.261323842084,0.289,2.8040483,0.0,False
1995,-73196104.87357278,143137954.85368362,62773153.30553774,-17.628065953527727,16.178857551965244,7.377437829102185,252223785.31526116,2680.2017888945747,0.289,2.8040273,0.0,False
1996,-73259541.42189959,143196150.85142985,62799692.47725419,-17.621263424110737,16.165554929506552,7.371992143458681,252276957.40053028,2680.1422539470655,0.289,2.8040059,0.0,False
1997,-73322953.49600074,143254299.01083532,62826212.06660345,-17.61446502809924,16.152266501515943,7.366552597016599,252330179.78693008,2680.082718999556,0.289,2.8039846,0.0,False
1998,-73386341.11073424,143312399.3828918,62852712.09563968,-17.607670759307293,16.13899223790987,7.361119176731539,252383452.37675935,2680.023184052047,0.289,2.8039634,0.0,False
1999,-73449704.28093585,143370452.0184831,62879192.58637024,-17.600880611560672,16.125732108695036,7.355691869598202,252436775.07242918,2679.9636491045376,0.289,2.803942,0.0,False
2000,-73513043.02141917,143428456.9683854,62905653.560755774,-17.594094578696854,16.112486083968008,7.350270662650234,252490147.7765289,2679.9041141570283,0.289,2.8039205,0.0,False
2001,-73576357.3469756,143486414.2832675,62932095.040710434,-17.587312654564982,16.099254133914904,7.344855542960084,252543570.3917594,2679.844579209519,0.289,2.803899,0.0,False
2002,-73639647.27237448,143544324.01369122,62958517.04810193,-17.58053483302585,16.086036228811015,7.339446497638842,252597042.82097796,2679.7850442620097,0.289,2.8038776,0.0,False
2003,-73702912.8123631,143602186.21011168,62984919.60475174,-17.573761107951878,16.07283233902048,7.334043513836096,252650564.9671692,2679.7255093145004,0.289,2.8038561,0.0,False
2004,-73766153.98166671,143660000.92287767,63011302.732435204,-17.566991473227077,16.059642434995926,7.32864657873978,252704136.73346502,2679.665974366991,0.289,2.8038347,0.0,False
2005,-73829370.7949886,143717768.20223188,63037666.45288168,-17.560225922747044,16.046466487278135,7.323255679576025,252757758.0231307,2679.606439419482,0.289,2.8038127,0.0,False
2006,-73892563.26701011,143775488.09831128,63064010.787774675,-17.553464450418925,16.033304466495693,7.317870803609014,252811428.73958465,2679.5469044719725,0.289,2.803791,0.0,False
2007,-73955731.4123907,143833160.6611474,63090335.75875198,-17.54670705016139,16.020156343364654,7.312491938140829,252865148.78636724,2679.4873695244632,0.289,2.8037694,0.0,False
2008,-74018875.24576795,143890785.94066668,63116641.38740582,-17.539953715904616,16.00702208868821,7.307119070511307,252918918.06717512,2679.427834576954,0.289,2.8037477,0.0,False
2009,-74081994.78175768,143948363.98669076,63142927.69528297,-17.533204441590254,15.993901673356337,7.301752188097898,252972736.48583043,2679.3682996294447,0.289,2.803726,0.0,False
2010,-74145090.03495389,144005894.8489368,63169194.70388491,-17.526459221171415,15.980795068345474,7.296391278315513,253026603.9462972,2679.3087646819354,0.289,2.8037043,0.0,False
2011,-74208161.0199289,144063378.57701778,63195442.43466792,-17.519718048612642,15.967702244718183,7.291036328616382,253080520.35268122,2679.249229734426,0.289,2.8036823,0.0,False
2012,-74271207.75123331,144120815.22044283,63221670.90904329,-17.51298091788988,15.954623173622815,7.285687326489914,253134485.6092214,2679.189694786917,0.289,2.8036606,0.0,False
2013,-74334230.24339607,144178204.82861748,63247880.14837735,-17.506247822990463,15.94155782629319,7.280344259462546,253188499.62029883,2679.1301598394075,0.289,2.8036387,0.0,False
2014,-74397228.51092456,144235547.45084405,63274070.1739917,-17.49951875791308,15.928506174048252,7.275007115097608,253242562.29043454,2679.070624891898,0.289,2.8036165,0.0,False
2015,-74460202.56830457,144292843.1363219,63300241.007163286,-17.49279371666776,15.915468188291756,7.269675880995177,253296673.5242837,2679.011089944389,0.289,2.8035946,0.0,False
2016,-74523152.43000036,144350091.93414775,63326392.669124536,-17.48607269327584,15.902443840511934,7.264350544791934,253350833.2266327,2678.9515549968796,0.289,2.8035724,0.0,False
2017,-74586078.11045474,144407293.89331597,63352525.18106352,-17.479355681769952,15.889433102281172,7.2590310941610285,253405041.30242094,2678.8920200493703,0.289,2.8035505,0.0,False
2018,-74648979.62408903,144464449.0627189,63378638.56412404,-17.472642676193985,15.876435945255691,7.253717516811937,253459297.65671495,2678.832485101861,0.289,2.8035285,0.0,False
2019,-74711856.98530321,144521557.49114713,63404732.839405805,-17.465933670603068,15.863452341175218,7.248409800490321,253513602.19470403,2678.7729501543517,0.289,2.8035064,0.0,False
2020,-74774710.20847584,144578619.22728983,63430808.027964525,-17.459228659063555,15.850482261862677,7.243107932977891,253567954.82175422,2678.7134152068425,0.289,2.8034844,0.0,False
2021,-74837539.30796419,144635634.31973502,63456864.15081206,-17.452527635652984,15.837525679223859,7.237811902092267,253622355.4433227,2678.653880259333,0.289,2.8034623,0.0,False
2022,-74900344.29810424,144692602.8169699,63482901.22891653,-17.445830594460073,15.824582565247113,7.232521695686844,253676803.9650302,2678.594345311824,0.289,2.8034399,0.0,False
2023,-74963125.19321075,144749524.7673811,63508919.28320248,-17.439137529584677,15.811652892003028,7.227237301650652,253731300.2926335,2678.5348103643146,0.289,2.8034172,0.0,False
2024,-75025882.00757724,144806400.21925503,63534918.33455095,-17.43244843513778,15.798736631644124,7.221958707908221,253785844.332013,2678.4752754168053,0.289,2.8033953,0.0,False
2025,-75088614.75547612,144863229.22077808,63560898.40379966,-17.425763305241457,15.785833756404529,7.216685902419447,253840435.98919198,2678.415740469296,0.289,2.8033729,0.0,False
2026,-75151323.45115863,144920011.82003704,63586859.511743106,-17.41908213402887,15.772944238599678,7.211418873179456,253895075.17032737,2678.3562055217867,0.289,2.8033507,0.0,False
2027,-75214008.10885495,144976748.06501928,63612801.67913269,-17.412404915644224,15.760068050625998,7.20615760821847,253949761.7817135,2678.2966705742774,0.289,2.8033278,0.0,False
2028,-75276668.74277422,145033438.00361314,63638724.92667686,-17.405731644242756,15.747205164960606,7.200902095601676,254004495.72978026,2678.237135626768,0.289,2.8033054,0.0,False
2029,-75339305.36710459,145090081.6836081,63664629.27504121,-17.399062313990708,15.734355554160995,7.195652323429088,254059276.92108083,2678.177600679259,0.289,2.803283,0.0,False
2030,-75401917.99601322,145146679.15269524,63690514.74484862,-17.392396919065305,15.721519190864733,7.1904082798354185,254114105.26232597,2678.1180657317495,0.289,2.8032606,0.0,False
2031,-75464506.64364637,145203230.45846727,63716381.35667938,-17.38573545365473,15.708696047789157,7.185169952989947,254168980.6603464,2678.0585307842402,0.289,2.803238,0.0,False
2032,-75527071.32412942,145259735.6484191,63742229.13107133,-17.3790779119581,15.695886097731076,7.1799373310963865,254223903.02210504,2677.998995836731,0.289,2.8032155,0.0,False
2033,-75589612.05156688,145316194.76994795,63768058.088519946,-17.372424288185442,15.683089313566466,7.174710402392757,254278872.25471228,2677.9394608892217,0.289,2.8031926,0.0,False
2034,-75652128.84004249,145372607.87035364,63793868.24947849,-17.36577457655768,15.670305668250167,7.16948915515125,254333888.2653907,2677.8799259417124,0.289,2.8031702,0.0,False
2035,-75714621.7036192,145428974.996839,63819659.63435813,-17.359128771306597,15.657535134815593,7.164273577678106,254388950.96152413,2677.820390994203,0.289,2.8031473,0.0,False
2036,-75777090.65633923,145485296.19650993,63845432.26352806,-17.35248686667482,15.644777686374429,7.159063658313482,254444060.2506105,2677.760856046694,0.289,2.8031247,0.0,False
2037,-75839535.71222413,145541571.51637596,63871186.15731561,-17.345848856915794,15.632033296116338,7.153859385431322,254499216.04027987,2677.7013210991845,0.289,2.8031018,0.0,False
2038,-75901956.88527478,145597801.00335026,63896921.336006396,-17.339214736293766,15.61930193730867,7.1486607474392345,254554418.23831454,2677.641786151675,0.289,2.803079,0.0,False
2039,-75964354.18947148,145653984.70425013,63922637.819844395,-17.332584499083747,15.60658358329616,7.143467732778361,254609666.75261113,2677.582251204166,0.289,2.803056,0.0,False
2040,-76026727.63877395,145710122.66579714,63948335.62903212,-17.325958139571508,15.593878207500648,7.138280329923252,254664961.49121016,2677.5227162566566,0.289,2.803033,0.0,False
2041,-76089077.24712133,145766214.93461746,63974014.78373069,-17.31933565205354,15.581185783420782,7.133098527381743,254720302.36228225,2677.4631813091473,0.289,2.80301,0.0,False
2042,-76151403.02843235,145822261.55724213,63999675.30406,-17.312717030837042,15.568506284631733,7.127922313694825,254775689.27412933,2677.403646361638,0.289,2.8029869,0.0,False
2043,-76213704.99660522,145878262.58010736,64025317.210098766,-17.306102270239894,15.555839684784903,7.122751677436522,254831122.13517597,2677.3441114141287,0.289,2.802964,0.0,False
2044,-76275983.16551775,145934218.04955474,64050940.52188473,-17.299491364590633,15.543185957607648,7.117586607213771,254886600.85401112,2677.2845764666195,0.289,2.8029408,0.0,False
2045,-76338237.54902737,145990128.01183158,64076545.25941473,-17.292884308228437,15.53054507690298,7.1124270916662935,254942125.33930895,2677.22504151911,0.289,2.8029177,0.0,False
2046,-76400468.16097118,146045992.51309115,64102131.44264481,-17.28628109550309,15.517917016549298,7.107273119466473,254997695.49992242,2677.165506571601,0.289,2.8028946,0.0,False
2047,-76462675.01516597,146101811.59939295,64127699.09149036,-17.279681720774967,15.505301750500097,7.102124679319237,255053311.2447969,2677.1059716240916,0.289,2.8028715,0.0,False
2048,-76524858.12540826,146157585.31670296,64153248.22582622,-17.273086178415017,15.492699252783689,7.096981759961931,255108972.48303926,2677.0464366765823,0.289,2.802848,0.0,False
2049,-76587017.50547436,146213313.71089396,64178778.86548681,-17.26649446280473,15.480109497502925,7.0918443501642,255164679.12386942,2676.986901729073,0.289,2.802825,0.0,False
2050,-76649153.16912037,146268996.82774577,64204291.030266225,-17.259906568336113,15.467532458834915,7.086712438727866,255220431.07663897,2676.9273667815637,0.289,2.8028014,0.0,False
2051,-76711265.13008225,146324634.71294546,64229784.73991838,-17.253322489411683,15.454968111030755,7.081586014486809,255276228.25085652,2676.8678318340544,0.289,2.802778,0.0,False
2052,-76773353.40207586,146380227.41208777,64255260.01415709,-17.246742220444425,15.442416428415246,7.076465066306849,255332070.55611965,2676.808296886545,0.289,2.8027549,0.0,False
2053,-76835417.99879694,146435774.97067517,64280716.8726562,-17.24016575585778,15.429877385386623,7.071349583085625,255387957.90218818,2676.748761939036,0.289,2.8027315,0.0,False
2054,-76897458.93392125,146491277.43411827,64306155.3350497,-17.23359309008563,15.417350956416284,7.066239553752476,255443890.1989397,2676.6892269915265,0.289,2.802708,0.0,False
2055,-76959476.2211045,146546734.84773603,64331575.42093187,-17.227024217572254,15.40483711604851,7.061134967268329,255499867.35637966,2676.6296920440172,0.289,2.8026843,0.0,False
2056,-77021469.87398249,146602147.25675607,64356977.14985732,-17.220459132772323,15.392335838900205,7.056035812625571,255555889.2846574,2676.570157096508,0.289,2.8026607,0.0,False
2057,-77083439.90617104,146657514.70631483,64382360.54134117,-17.213897830150874,15.37984709966062,7.050942078847943,255611955.8940384,2676.5106221489987,0.289,2.802637,0.0,False
2058,-77145386.3312661,146712837.24145797,64407725.614859134,-17.207340304183287,15.367370873091083,7.04585375499042,255668067.09491694,2676.4510872014894,0.289,2.8026135,0.0,False
2059,-77207309.16284378,146768114.90714046,64433072.389847636,-17.200786549355257,15.35490713402474,7.040770830139091,255724222.7978399,2676.39155225398,0.289,2.80259,0.0,False
2060,-77269208.41446036,146823347.74822697,64458400.885703914,-17.194236560162782,15.342455857366284,7.03569329341105,255780422.91344556,2676.332017306471,0.289,2.8025663,0.0,False
2061,-77331084.09965236,146878535.8094921,64483711.12178615,-17.187690331112137,15.33001701809169,7.03062113395428,255836667.35253385,2676.2724823589615,0.289,2.8025424,0.0,False
2062,-77392936.23193656,146933679.1356206,64509003.11741356,-17.181147856719843,15.317590591247951,7.025554340947535,255892956.02602553,2676.212947411452,0.289,2.8025186,0.0,False
2063,-77454764.82481,146988777.77120763,64534276.89186652,-17.174609131512657,15.305176551952822,7.020492903600231,255949288.8449584,2676.153412463943,0.289,2.8024948,0.0,False
2064,-77516569.8917501,147043831.76075906,64559532.46438667,-17.168074150027543,15.292774875394553,7.015436811152332,256005665.72050765,2676.0938775164336,0.289,2.802471,0.0,False
2065,-77578351.44621462,147098841.14869165,64584769.85417702,-17.161542906811658,15.28038553683163,7.010386052874235,256062086.56397447,2676.0343425689243,0.289,2.8024466,0.0,False
2066,-77640109.50164174,147153805.9793334,64609989.08040206,-17.155015396422314,15.268008511592521,7.00534061806666,256118551.28680265,2675.974807621415,0.289,2.8024228,0.0,False
2067,-77701844.07145007,147208726.29692367,64635190.16218788,-17.148491613426977,15.255643775075413,7.0003004960605395,256175059.8005417,2675.9152726739057,0.289,2.8023992,0.0,False
2068,-77763555.16903873,147263602.14561355,64660373.118622266,-17.141971552403223,15.243291302747956,6.995265676216904,256231612.0168801,2675.8557377263965,0.289,2.8023748,0.0,False
2069,-77825242.80778731,147318433.56946608,64685537.968754806,-17.135455207938737,15.230951070147013,6.990236147926773,256288207.84763288,2675.796202778887,0.289,2.8023508,0.0,False
2070,-77886907.00105599,147373220.61245644,64710684.73159701,-17.12894257463127,15.218623052878403,6.985211900611049,256344847.2047454,2675.736667831378,0.289,2.8023264,0.0,False
2071,-77948547.7621855,147427963.31847227,64735813.4261224,-17.12243364708864,15.206307226616648,6.980192923720402,256401530.0002934,2675.6771328838686,0.289,2.8023026,0.0,False
2072,-78010165.10449724,147482661.73131385,64760924.07126664,-17.115928419928693,15.19400356710472,6.975179206735162,256458256.14646024,2675.6175979363593,0.289,2.802278,0.0,False
2073,-78071759.04129325,147537315.89469442,64786016.68592764,-17.109426887779286,15.181712050153795,6.970170739165213,256515025.5555814,2675.55806298885,0.289,2.802254,0.0,False
2074,-78133329.58585624,147591925.85224032,64811091.28896562,-17.102929045278266,15.169432651642998,6.965167510549882,256571838.14010724,2675.4985280413407,0.289,2.8022294,0.0,False
2075,-78194876.7514497,147646491.6474914,64836147.89920327,-17.09643488707345,15.157165347519157,6.960169510457833,256628693.812612,2675.4389930938314,0.289,2.802205,0.0,False
2076,-78256400.55131787,147701013.32390106,64861186.53542583,-17.0899444078226,15.144910113796561,6.95517672848696,256685592.48579904,2675.379458146322,0.289,2.8021805,0.0,False
2077,-78317900.99868576,147755490.92483667,64886207.21638118,-17.083457602193405,15.132666926556704,6.95018915426428,256742534.07251057,2675.319923198813,0.289,2.8021564,0.0,False
2078,-78379378.10675927,147809924.4935797,64911209.96077998,-17.076974464863458,15.120435761948047,6.9452067774458275,256799518.48569334,2675.2603882513035,0.289,2.802132,0.0,False
2079,-78440831.88872513,147864314.07332596,64936194.78729576,-17.07049499052023,15.108216596185773,6.940229587716544,256856545.63843018,2675.2008533037942,0.289,2.8021073,0.0,False
2080,-78502262.35775103,147918659.70718595,64961161.714565,-17.06401917386106,15.096009405551545,6.935257574790183,256913615.4439385,2675.141318356285,0.289,2.8020828,0.0,False
2081,-78563669.52698556,147972961.43818498,64986110.76118728,-17.057547009593115,15.083814166393262,6.930290728409193,256970727.8155468,2675.0817834087757,0.289,2.8020582,0.0,False
2082,-78625053.40955831,148027219.30926344,65011041.94572532,-17.05107849243339,15.071630855124818,6.925329038344623,257027882.66671667,2675.0222484612664,0.289,2.8020334,0.0,False
2083,-78686414.0185799,148081433.36327705,65035955.286705144,-17.04461361710867,15.059459448225866,6.920372494396015,257085079.91103628,2674.962713513757,0.289,2.8020089,0.0,False
2084,-78747751.36714198,148135603.64299712,65060850.80261615,-17.038152378355516,15.047299922241576,6.9154210863913,257142319.4622155,2674.903178566248,0.289,2.801984,0.0,False
2085,-78809065.46831729,148189730.19111073,65085728.51191122,-17.031694770920243,15.0351522537824,6.910474804186696,257199601.23408,2674.8436436187385,0.289,2.8019593,0.0,False
2086,-78870356.3351597,148243813.05022103,65110588.43300682,-17.0252407895589,15.023016419523834,6.905533637666604,257256925.14060578,2674.784108671229,0.289,2.8019345,0.0,False
2087,-78931623.98070423,148297852.26284736,65135430.5842831,-17.018790429037246,15.010892396206186,6.90059757674351,257314291.09586632,2674.72457372372,0.289,2.8019094,0.0,False
2088,-78992868.41796711,148351847.87142566,65160254.98408399,-17.012343684130727,14.998780160634334,6.89566661135788,257371699.01407915,2674.6650387762106,0.289,2.8018847,0.0,False
2089,-79054089.65994576,148405799.9183085,65185061.65071731,-17.005900549624464,14.986679689677505,6.8907407314780595,257429148.80956808,2674.6055038287013,0.289,2.8018596,0.0,False
2090,-79115287.71961889,148459708.44576547,65209850.60245487,-16.99946102031322,14.97459096026903,6.885819927100172,257486640.3968069,2674.545968881192,0.289,2.8018343,0.0,False
2091,-79176462.60994649,148513573.49598333,65234621.85753256,-16.99302509100139,14.96251394940612,6.8809041882480235,257544173.69035348,2674.4864339336827,0.289,2.8018095,0.0,False
2092,-79237614.3438699,148567395.11106628,65259375.434150465,-16.986592756502965,14.950448634149636,6.875993504972996,257601748.60493135,2674.4268989861735,0.289,2.8017843,0.0,False
2093,-79298742.9343118,148621173.33303612,65284111.35047294,-16.980164011641534,14.93839499162386,6.871087867353953,257659365.05536693,2674.367364038664,0.289,2.8017592,0.0,False
2094,-79359848.3941763,148674908.2038326,65308829.62462873,-16.973738851250243,14.92635299901626,6.866187265497141,257717022.95661518,2674.307829091155,0.289,2.8017342,0.0,False
2095,-79420930.73634893,148728599.76531348,65333530.27471106,-16.967317270171776,14.914322633577275,6.861291689536085,257774722.22373754,2674.2482941436456,0.289,2.801709,0.0,False
